duration_seconds,duration_minutes,duration_hours,emp.var.rate,nr.employed,euribor3m,contact,loan,subscribed,apr,aug,dec,jul,jun,mar,may,nov,oct,sep
122,2.033333333333333,0.03388888888888888,-1.8,5099.1,1.6869999999999998,2,0,True,0,0,0,0,0,1,0,0,0,0
395,6.583333333333332,0.10972222222222222,-1.8,5099.1,1.6869999999999998,2,0,True,0,0,0,0,0,1,0,0,0,0
261,4.35,0.0725,-1.8,5099.1,1.6869999999999998,2,0,True,0,0,0,0,0,1,0,0,0,0
159,2.65,0.04416666666666667,-1.8,5099.1,1.6869999999999998,2,1,True,0,0,0,0,0,1,0,0,0,0
427,7.116666666666666,0.1186111111111111,-1.8,5099.1,1.6869999999999998,2,0,True,0,0,0,0,0,1,0,0,0,0
266,4.433333333333334,0.07388888888888889,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
95,1.5833333333333333,0.02638888888888889,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
796,13.266666666666667,0.22111111111111112,-1.8,5099.1,1.663,2,1,True,0,0,0,0,0,1,0,0,0,0
197,3.283333333333333,0.05472222222222222,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
126,2.1,0.035,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
323,5.383333333333334,0.08972222222222223,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
101,1.6833333333333331,0.02805555555555556,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
188,3.1333333333333333,0.05222222222222222,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
203,3.3833333333333333,0.05638888888888888,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
101,1.6833333333333331,0.02805555555555556,-1.8,5099.1,1.663,2,0,True,0,0,0,0,0,1,0,0,0,0
80,1.3333333333333333,0.02222222222222222,-1.8,5099.1,1.65,2,0,True,0,0,0,0,0,1,0,0,0,0
119,1.9833333333333327,0.03305555555555555,-1.8,5099.1,1.65,2,0,True,0,0,0,0,0,1,0,0,0,0
156,2.6,0.043333333333333335,-1.8,5099.1,1.65,2,0,True,0,0,0,0,0,1,0,0,0,0
186,3.1,0.05166666666666666,-1.8,5099.1,1.65,2,0,True,0,0,0,0,0,1,0,0,0,0
139,2.316666666666667,0.03861111111111112,-1.8,5099.1,1.65,2,0,True,0,0,0,0,0,1,0,0,0,0
126,2.1,0.035,-1.8,5099.1,1.64,2,0,True,0,0,0,0,0,1,0,0,0,0
268,4.466666666666667,0.07444444444444445,-1.8,5099.1,1.64,2,0,True,0,0,0,0,0,1,0,0,0,0
3000,50.0,0.8333333333333334,-1.8,5099.1,1.64,2,1,True,0,0,0,0,0,1,0,0,0,0
296,4.933333333333334,0.08222222222222222,-1.8,5099.1,1.64,2,0,True,0,0,0,0,0,1,0,0,0,0
392,6.533333333333332,0.10888888888888887,-1.8,5099.1,1.629,2,0,True,0,0,0,0,0,1,0,0,0,0
406,6.766666666666668,0.11277777777777775,-1.8,5099.1,1.614,2,0,True,0,0,0,0,0,1,0,0,0,0
220,3.6666666666666665,0.06111111111111111,-1.8,5099.1,1.614,2,0,True,0,0,0,0,0,1,0,0,0,0
178,2.966666666666667,0.04944444444444445,-1.8,5099.1,1.614,2,0,True,0,0,0,0,0,1,0,0,0,0
195,3.25,0.05416666666666667,-1.8,5099.1,1.614,2,0,True,0,0,0,0,0,1,0,0,0,0
187,3.1166666666666667,0.05194444444444445,-1.8,5099.1,1.614,2,1,True,0,0,0,0,0,1,0,0,0,0
299,4.983333333333333,0.08305555555555556,-1.8,5099.1,1.614,2,0,True,0,0,0,0,0,1,0,0,0,0
325,5.416666666666668,0.09027777777777778,-1.8,5099.1,1.614,2,0,True,0,0,0,0,0,1,0,0,0,0
278,4.633333333333334,0.07722222222222222,-1.8,5099.1,1.6019999999999999,2,0,True,0,0,0,0,0,1,0,0,0,0
194,3.2333333333333334,0.05388888888888889,-1.8,5099.1,1.6019999999999999,2,1,True,0,0,0,0,0,1,0,0,0,0
224,3.733333333333333,0.06222222222222223,-1.8,5099.1,1.6019999999999999,2,1,True,0,0,0,0,0,1,0,0,0,0
201,3.35,0.05583333333333333,-1.8,5099.1,1.6019999999999999,2,0,True,0,0,0,0,0,1,0,0,0,0
203,3.3833333333333333,0.05638888888888888,-1.8,5099.1,1.6019999999999999,2,0,True,0,0,0,0,0,1,0,0,0,0
167,2.783333333333333,0.04638888888888889,-1.8,5099.1,1.584,2,1,True,0,0,0,0,0,1,0,0,0,0
220,3.6666666666666665,0.06111111111111111,-1.8,5099.1,1.584,2,0,True,0,0,0,0,0,1,0,0,0,0
248,4.133333333333334,0.0688888888888889,-1.8,5099.1,1.56,2,0,True,0,0,0,0,0,1,0,0,0,0
415,6.916666666666668,0.11527777777777776,-1.8,5099.1,1.56,2,0,True,0,0,0,0,0,1,0,0,0,0
115,1.9166666666666667,0.03194444444444445,-1.8,5099.1,1.56,2,0,True,0,0,0,0,0,1,0,0,0,0
174,2.9,0.04833333333333333,-1.8,5099.1,1.56,2,1,True,0,0,0,0,0,1,0,0,0,0
136,2.2666666666666666,0.03777777777777778,-1.8,5099.1,1.556,2,0,True,0,0,0,0,0,1,0,0,0,0
460,7.666666666666668,0.1277777777777778,-1.8,5099.1,1.556,2,1,True,0,0,0,0,0,1,0,0,0,0
144,2.4,0.04,-1.8,5099.1,1.556,2,0,True,0,0,0,0,0,1,0,0,0,0
170,2.833333333333333,0.04722222222222223,-1.8,5099.1,1.556,2,0,True,0,0,0,0,0,1,0,0,0,0
269,4.483333333333333,0.07472222222222223,-1.8,5099.1,1.556,2,0,True,0,0,0,0,0,1,0,0,0,0
115,1.9166666666666667,0.03194444444444445,-1.8,5099.1,1.548,2,0,True,0,0,0,0,0,1,0,0,0,0
506,8.433333333333334,0.14055555555555554,-1.8,5099.1,1.548,2,0,True,0,0,0,0,0,1,0,0,0,0
96,1.6,0.02666666666666667,-1.8,5099.1,1.548,2,1,True,0,0,0,0,0,1,0,0,0,0
278,4.633333333333334,0.07722222222222222,-1.8,5099.1,1.548,2,0,True,0,0,0,0,0,1,0,0,0,0
411,6.85,0.11416666666666668,-1.8,5099.1,1.548,2,0,True,0,0,0,0,0,1,0,0,0,0
117,1.95,0.0325,-1.8,5099.1,1.538,2,0,True,0,0,0,0,0,1,0,0,0,0
709,11.816666666666665,0.19694444444444445,-1.8,5099.1,1.538,2,0,True,0,0,0,0,0,1,0,0,0,0
200,3.333333333333333,0.05555555555555556,-1.8,5099.1,1.538,2,0,True,0,0,0,0,0,1,0,0,0,0
325,5.416666666666668,0.09027777777777778,-1.8,5099.1,1.538,2,0,True,0,0,0,0,0,1,0,0,0,0
331,5.516666666666668,0.09194444444444444,-1.8,5099.1,1.538,2,0,True,0,0,0,0,0,1,0,0,0,0
95,1.5833333333333333,0.02638888888888889,-1.8,5099.1,1.531,2,1,True,0,0,0,0,0,1,0,0,0,0
515,8.583333333333334,0.14305555555555555,-1.8,5099.1,1.531,1,0,True,0,0,0,0,0,1,0,0,0,0
300,5.0,0.08333333333333333,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
342,5.7,0.095,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
283,4.716666666666667,0.07861111111111113,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
229,3.816666666666667,0.06361111111111112,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
294,4.9,0.08166666666666668,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
179,2.9833333333333334,0.049722222222222216,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
228,3.8,0.06333333333333332,-1.8,5099.1,1.531,1,0,True,0,0,0,0,0,1,0,0,0,0
378,6.3,0.105,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
243,4.05,0.06749999999999999,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
234,3.9,0.065,-1.8,5099.1,1.531,1,0,True,0,0,0,0,0,1,0,0,0,0
271,4.516666666666667,0.07527777777777778,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
347,5.783333333333332,0.09638888888888887,-1.8,5099.1,1.531,2,0,True,0,0,0,0,0,1,0,0,0,0
180,3.0,0.05,-1.8,5099.1,1.52,2,0,True,0,0,0,0,0,1,0,0,0,0
285,4.75,0.07916666666666666,-1.8,5099.1,1.52,2,0,True,0,0,0,0,0,1,0,0,0,0
364,6.066666666666666,0.10111111111111112,-1.8,5099.1,1.52,2,0,True,0,0,0,0,0,1,0,0,0,0
517,8.616666666666667,0.1436111111111111,-1.8,5099.1,1.52,2,0,True,0,0,0,0,0,1,0,0,0,0
163,2.716666666666667,0.04527777777777778,-1.8,5099.1,1.52,1,0,True,0,0,0,0,0,1,0,0,0,0
237,3.95,0.06583333333333334,-1.8,5099.1,1.51,2,0,True,0,0,0,0,0,1,0,0,0,0
158,2.6333333333333333,0.04388888888888889,-1.8,5099.1,1.51,2,0,True,0,0,0,0,0,1,0,0,0,0
1530,25.5,0.425,-1.8,5099.1,1.51,2,0,True,0,0,0,0,0,1,0,0,0,0
351,5.85,0.0975,-1.8,5099.1,1.4980000000000002,2,0,True,1,0,0,0,0,0,0,0,0,0
805,13.416666666666664,0.2236111111111111,-1.8,5099.1,1.4980000000000002,2,0,True,1,0,0,0,0,0,0,0,0,0
1176,19.6,0.3266666666666667,-1.8,5099.1,1.4980000000000002,2,1,True,1,0,0,0,0,0,0,0,0,0
165,2.75,0.04583333333333333,-1.8,5099.1,1.4980000000000002,2,0,True,1,0,0,0,0,0,0,0,0,0
387,6.45,0.1075,-1.8,5099.1,1.4980000000000002,2,0,True,1,0,0,0,0,0,0,0,0,0
184,3.066666666666667,0.05111111111111112,-1.8,5099.1,1.4980000000000002,2,0,True,1,0,0,0,0,0,0,0,0,0
739,12.316666666666665,0.20527777777777773,-1.8,5099.1,1.483,2,1,True,1,0,0,0,0,0,0,0,0,0
243,4.05,0.06749999999999999,-1.8,5099.1,1.483,2,0,True,1,0,0,0,0,0,0,0,0,0
313,5.216666666666667,0.08694444444444445,-1.8,5099.1,1.483,2,0,True,1,0,0,0,0,0,0,0,0,0
397,6.616666666666666,0.11027777777777777,-1.8,5099.1,1.483,2,0,True,1,0,0,0,0,0,0,0,0,0
771,12.85,0.21416666666666667,-1.8,5099.1,1.483,1,0,True,1,0,0,0,0,0,0,0,0,0
268,4.466666666666667,0.07444444444444445,-1.8,5099.1,1.483,2,1,True,1,0,0,0,0,0,0,0,0,0
329,5.4833333333333325,0.0913888888888889,-1.8,5099.1,1.483,2,0,True,1,0,0,0,0,0,0,0,0,0
707,11.783333333333333,0.1963888888888889,-1.8,5099.1,1.479,2,0,True,1,0,0,0,0,0,0,0,0,0
482,8.033333333333333,0.1338888888888889,-1.8,5099.1,1.479,2,1,True,1,0,0,0,0,0,0,0,0,0
117,1.95,0.0325,-1.8,5099.1,1.479,2,0,True,1,0,0,0,0,0,0,0,0,0
1203,20.05,0.3341666666666667,-1.8,5099.1,1.479,2,0,True,1,0,0,0,0,0,0,0,0,0
475,7.916666666666668,0.13194444444444445,-1.8,5099.1,1.466,1,0,True,1,0,0,0,0,0,0,0,0,0
583,9.716666666666667,0.16194444444444445,-1.8,5099.1,1.466,2,0,True,1,0,0,0,0,0,0,0,0,0
158,2.6333333333333333,0.04388888888888889,-1.8,5099.1,1.466,2,0,True,1,0,0,0,0,0,0,0,0,0
1435,23.91666666666667,0.3986111111111112,-1.8,5099.1,1.466,2,0,True,1,0,0,0,0,0,0,0,0,0
1063,17.716666666666665,0.2952777777777777,-1.8,5099.1,1.466,2,1,True,1,0,0,0,0,0,0,0,0,0
1353,22.55,0.37583333333333335,-1.8,5099.1,1.466,1,0,True,1,0,0,0,0,0,0,0,0,0
740,12.333333333333336,0.2055555555555556,-1.8,5099.1,1.466,2,0,True,1,0,0,0,0,0,0,0,0,0
1138,18.966666666666665,0.31611111111111106,-1.8,5099.1,1.466,2,0,True,1,0,0,0,0,0,0,0,0,0
465,7.75,0.12916666666666668,-1.8,5099.1,1.453,2,0,True,1,0,0,0,0,0,0,0,0,0
608,10.133333333333333,0.1688888888888889,-1.8,5099.1,1.453,2,0,True,1,0,0,0,0,0,0,0,0,0
463,7.716666666666668,0.12861111111111112,-1.8,5099.1,1.453,2,0,True,1,0,0,0,0,0,0,0,0,0
2299,38.31666666666667,0.6386111111111111,-1.8,5099.1,1.453,2,1,True,1,0,0,0,0,0,0,0,0,0
721,12.016666666666667,0.2002777777777778,-1.8,5099.1,1.453,2,0,True,1,0,0,0,0,0,0,0,0,0
299,4.983333333333333,0.08305555555555556,-1.8,5099.1,1.453,2,0,True,1,0,0,0,0,0,0,0,0,0
84,1.4,0.02333333333333333,-1.8,5099.1,1.453,2,0,True,1,0,0,0,0,0,0,0,0,0
895,14.916666666666664,0.2486111111111111,-1.8,5099.1,1.453,2,1,True,1,0,0,0,0,0,0,0,0,0
327,5.45,0.09083333333333334,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
117,1.95,0.0325,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
952,15.866666666666667,0.2644444444444444,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
903,15.05,0.2508333333333333,-1.8,5099.1,1.445,2,1,True,1,0,0,0,0,0,0,0,0,0
523,8.716666666666667,0.14527777777777778,-1.8,5099.1,1.445,1,0,True,1,0,0,0,0,0,0,0,0,0
1032,17.2,0.2866666666666667,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
150,2.5,0.041666666666666664,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
236,3.933333333333333,0.06555555555555555,-1.8,5099.1,1.445,1,0,True,1,0,0,0,0,0,0,0,0,0
245,4.083333333333333,0.06805555555555555,-1.8,5099.1,1.445,2,1,True,1,0,0,0,0,0,0,0,0,0
114,1.9,0.03166666666666666,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
321,5.35,0.08916666666666666,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
209,3.4833333333333334,0.05805555555555556,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
1190,19.83333333333333,0.33055555555555555,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
624,10.4,0.17333333333333334,-1.8,5099.1,1.445,2,1,True,1,0,0,0,0,0,0,0,0,0
143,2.3833333333333333,0.03972222222222222,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
575,9.583333333333334,0.15972222222222224,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
1665,27.75,0.4625,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
548,9.133333333333333,0.1522222222222222,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
142,2.3666666666666667,0.039444444444444435,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
350,5.833333333333332,0.09722222222222222,-1.8,5099.1,1.445,2,0,True,1,0,0,0,0,0,0,0,0,0
592,9.866666666666667,0.16444444444444445,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
394,6.566666666666666,0.10944444444444444,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
448,7.466666666666668,0.12444444444444445,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
657,10.95,0.1825,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
527,8.783333333333333,0.14638888888888887,-1.8,5099.1,1.435,2,1,True,1,0,0,0,0,0,0,0,0,0
530,8.833333333333334,0.14722222222222225,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
214,3.566666666666667,0.05944444444444445,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
331,5.516666666666668,0.09194444444444444,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
435,7.25,0.12083333333333332,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
179,2.9833333333333334,0.049722222222222216,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
233,3.8833333333333333,0.06472222222222222,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
245,4.083333333333333,0.06805555555555555,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
152,2.533333333333333,0.042222222222222223,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
317,5.283333333333333,0.08805555555555555,-1.8,5099.1,1.435,2,1,True,1,0,0,0,0,0,0,0,0,0
1042,17.366666666666667,0.28944444444444445,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
490,8.166666666666666,0.1361111111111111,-1.8,5099.1,1.435,2,0,True,1,0,0,0,0,0,0,0,0,0
466,7.7666666666666675,0.12944444444444445,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
342,5.7,0.095,-1.8,5099.1,1.423,2,1,True,1,0,0,0,0,0,0,0,0,0
461,7.683333333333334,0.12805555555555556,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
142,2.3666666666666667,0.039444444444444435,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
344,5.7333333333333325,0.09555555555555556,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
125,2.083333333333333,0.034722222222222224,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
850,14.166666666666664,0.2361111111111111,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
1073,17.883333333333333,0.2980555555555556,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
1594,26.566666666666666,0.44277777777777777,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
450,7.5,0.125,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
505,8.416666666666666,0.14027777777777778,-1.8,5099.1,1.423,2,1,True,1,0,0,0,0,0,0,0,0,0
133,2.216666666666667,0.03694444444444445,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
184,3.066666666666667,0.05111111111111112,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
168,2.8,0.04666666666666666,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
324,5.4,0.09000000000000001,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
161,2.683333333333333,0.04472222222222222,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
496,8.266666666666667,0.1377777777777778,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
111,1.85,0.03083333333333333,-1.8,5099.1,1.423,2,1,True,1,0,0,0,0,0,0,0,0,0
107,1.7833333333333334,0.029722222222222226,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
216,3.6,0.06000000000000001,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
279,4.65,0.0775,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
111,1.85,0.03083333333333333,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
216,3.6,0.06000000000000001,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
207,3.45,0.0575,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
300,5.0,0.08333333333333333,-1.8,5099.1,1.423,1,0,True,1,0,0,0,0,0,0,0,0,0
295,4.916666666666667,0.08194444444444443,-1.8,5099.1,1.423,2,0,True,1,0,0,0,0,0,0,0,0,0
223,3.716666666666667,0.06194444444444445,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
165,2.75,0.04583333333333333,-1.8,5099.1,1.415,1,0,True,1,0,0,0,0,0,0,0,0,0
167,2.783333333333333,0.04638888888888889,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
945,15.75,0.2625,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
82,1.3666666666666667,0.022777777777777786,-1.8,5099.1,1.415,2,1,True,1,0,0,0,0,0,0,0,0,0
903,15.05,0.2508333333333333,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
282,4.7,0.07833333333333334,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
1214,20.233333333333334,0.33722222222222226,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
110,1.8333333333333333,0.030555555555555555,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
1217,20.283333333333328,0.3380555555555556,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
389,6.4833333333333325,0.10805555555555556,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
171,2.85,0.0475,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
512,8.533333333333333,0.14222222222222222,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
140,2.333333333333333,0.03888888888888889,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
135,2.25,0.0375,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
441,7.35,0.1225,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
355,5.916666666666668,0.09861111111111112,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
170,2.833333333333333,0.04722222222222223,-1.8,5099.1,1.415,1,0,True,1,0,0,0,0,0,0,0,0,0
129,2.15,0.03583333333333333,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
118,1.9666666666666663,0.032777777777777774,-1.8,5099.1,1.415,1,0,True,1,0,0,0,0,0,0,0,0,0
405,6.75,0.1125,-1.8,5099.1,1.415,1,0,True,1,0,0,0,0,0,0,0,0,0
1038,17.3,0.2883333333333333,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
139,2.316666666666667,0.03861111111111112,-1.8,5099.1,1.415,2,1,True,1,0,0,0,0,0,0,0,0,0
264,4.4,0.07333333333333332,-1.8,5099.1,1.415,2,1,True,1,0,0,0,0,0,0,0,0,0
353,5.883333333333334,0.09805555555555556,-1.8,5099.1,1.415,2,0,True,1,0,0,0,0,0,0,0,0,0
838,13.966666666666667,0.2327777777777777,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
144,2.4,0.04,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
78,1.3,0.021666666666666667,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
648,10.8,0.18000000000000002,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
251,4.183333333333334,0.06972222222222223,-1.8,5099.1,1.41,2,1,True,1,0,0,0,0,0,0,0,0,0
334,5.566666666666666,0.09277777777777778,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
836,13.933333333333335,0.23222222222222225,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
271,4.516666666666667,0.07527777777777778,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
583,9.716666666666667,0.16194444444444445,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
1579,26.316666666666666,0.4386111111111111,-1.8,5099.1,1.41,2,1,True,1,0,0,0,0,0,0,0,0,0
495,8.25,0.1375,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
1025,17.083333333333332,0.2847222222222222,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
298,4.966666666666667,0.08277777777777777,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
1174,19.566666666666666,0.32611111111111113,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
346,5.766666666666668,0.0961111111111111,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
1463,24.38333333333333,0.4063888888888889,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
285,4.75,0.07916666666666666,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
667,11.116666666666667,0.1852777777777778,-1.8,5099.1,1.41,2,1,True,1,0,0,0,0,0,0,0,0,0
127,2.1166666666666667,0.035277777777777776,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
700,11.666666666666664,0.19444444444444445,-1.8,5099.1,1.41,2,1,True,1,0,0,0,0,0,0,0,0,0
1365,22.75,0.37916666666666665,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
299,4.983333333333333,0.08305555555555556,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
426,7.1,0.11833333333333332,-1.8,5099.1,1.41,1,0,True,1,0,0,0,0,0,0,0,0,0
161,2.683333333333333,0.04472222222222222,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
944,15.733333333333333,0.2622222222222222,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
551,9.183333333333334,0.15305555555555556,-1.8,5099.1,1.41,2,1,True,1,0,0,0,0,0,0,0,0,0
1156,19.266666666666666,0.3211111111111111,-1.8,5099.1,1.41,2,0,True,1,0,0,0,0,0,0,0,0,0
156,2.6,0.043333333333333335,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
678,11.3,0.18833333333333327,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
709,11.816666666666665,0.19694444444444445,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
1017,16.95,0.2825,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
1095,18.25,0.30416666666666664,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
452,7.533333333333332,0.12555555555555556,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
952,15.866666666666667,0.2644444444444444,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
840,14.0,0.2333333333333333,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
1311,21.85,0.3641666666666667,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
997,16.616666666666667,0.27694444444444444,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
574,9.566666666666666,0.15944444444444444,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
156,2.6,0.043333333333333335,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
882,14.7,0.245,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
1007,16.783333333333335,0.27972222222222226,-1.8,5099.1,1.405,2,0,True,1,0,0,0,0,0,0,0,0,0
