username,date,year,month,day,hour,minute,second,text,text_clean
ByelCitando,2018-09-09 17:11:34-07:00,2018,9,9,17,11,34,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
ViniciusNikolod,2018-09-09 17:11:35-07:00,2018,9,9,17,11,35,"RT @anyel: @pdevechi sem daciolo, sem debate.","@anyel : @pdevechi daciolo , debater ."
ViniciusNikolod,2018-09-09 17:11:37-07:00,2018,9,9,17,11,37,RT @dntav_ian: @pdevechi Arrisca ser o debate mais produtivo do primeiro turno,@dntav_ian : @pdevechi arriscar o debater produtivo turno
vermelho05,2018-09-09 17:11:40-07:00,2018,9,9,17,11,40,@bchartsnet Querem ver ele em #1 ? divulgação é essencial pocs. Ciro 12 presidente. Hoje tem debate na TV gazeta as… https://t.co/7KdgLYcykI,@bchartsnet querer 1 ? divulgação essencial pocs . ciro 12 presidente . debater o tv gazeta o … https://t.co/7kdglycyki
varelaandre,2018-09-09 17:11:43-07:00,2018,9,9,17,11,43,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
CortezFilipe,2018-09-09 17:11:44-07:00,2018,9,9,17,11,44,"RT @joaoamoedonovo: Mais um debate que estamos de fora,apesar do apoio nas redes sociais e da petição com quase 700 mil assinaturas.
Dia 09…","@joaoamoedonovo : debater , apesar apoiar o rede social e petição quase 700 assinatura . 09 …"
seeland08,2018-09-09 17:11:45-07:00,2018,9,9,17,11,45,RT @JornalDaGazeta: Acompanhe os bastidores do debate #GazetaEstadaoJP  https://t.co/nMRhTHlQZo,@jornaldagazeta : acompanhar o bastidor debater gazetaestadaojp https://t.co/nmrhthlqzo
jeannuness,2018-09-09 17:11:47-07:00,2018,9,9,17,11,47,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
PasiniK,2018-09-09 17:11:47-07:00,2018,9,9,17,11,47,"Se avexe não, que debate com #Ciro12 é muito melhor! Logo mais na TV Gazeta 18 horas! Ao vivo: https://t.co/SoK35zlX0R #GazetaEstadaoJP","avexe , debater ciro12 melhor ! o tv gazeta 18 horar ! o o viver : https://t.co/sok35zlx0r gazetaestadaojp"
ThaisCiro12,2018-09-09 17:11:48-07:00,2018,9,9,17,11,48,Hoje tem debate com esse cérebro!! #CiroPresidente12 #CIRO12 #GazetaEstadaoJP https://t.co/t1AfvrdbCA,debater cérebro ! ! ciropresidente12 ciro12 gazetaestadaojp https://t.co/t1afvrdbca
mubrasileiro,2018-09-09 17:11:50-07:00,2018,9,9,17,11,50,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
RafaelFR15,2018-09-09 17:11:52-07:00,2018,9,9,17,11,52,#GazetaEstadaoJP kd o Amoedo no debate??? Não são a favor da mudança pelo jeito né. Chama lo não infringe nenhuma l… https://t.co/hyFS1z1EjQ,gazetaestadaojp kd o amoedar o debater ? ? ? o mudança pelar jeito né . chamar o infringir nenhum l … https://t.co/hyfs1z1ejq
fabiolamazzulli,2018-09-09 17:11:54-07:00,2018,9,9,17,11,54,"Por que não chamam o @joaoamoedonovo ??? Garanto que ele deixaria o debate interessante!!
#VemComJoão30… https://t.co/m3Ob27LzQv",chamar o @joaoamoedonovo ? ? ? garantir deixar o debater interessante ! ! vemcomjoão30 … https://t.co/m3ob27lzqv
gpisanimedina,2018-09-09 17:11:55-07:00,2018,9,9,17,11,55,RT @JenioQuadros: Lembrando que já já 18h tem debate na Gazeta,@jenioquadros : lembrar 18h debater o gazeta
robertopontes1,2018-09-09 17:11:56-07:00,2018,9,9,17,11,56,"RT @SchuldinerSieg: Procede a informação de que o Mourão vai substituir o Bolsonaro no debate de hoje e nos posteriores?

Caso sim, começo…","@schuldinersieg : proceder o informação o mourão substituir o bolsonaro o debater e o posterior ? casar , comedir …"
efolchini,2018-09-09 17:11:58-07:00,2018,9,9,17,11,58,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
Ciro2018,2018-09-09 17:11:58-07:00,2018,9,9,17,11,58,RT @mhirase: Hoje tem #Ciro12 no debate da #GazetaEstadaoJP https://t.co/EoDDOTaNhs,@mhirase : ciro12 o debater gazetaestadaojp https://t.co/eoddotanhs
Gabriel55Victor,2018-09-09 17:11:59-07:00,2018,9,9,17,11,59,@JenioQuadros Vai ter live no YouTube do debate?,@jenioquadros live o youtube debater ?
AnaStiro1,2018-09-09 17:12:02-07:00,2018,9,9,17,12,2,"Daqui a pouco tem debate!!!
Bora comparar as propostas galera!
#GazetaEstadaoJP 
#Ciro12 
#CiroPresidente12 
#CiroNo2Turno",d o debater ! ! ! bora comparar o proposto galera ! gazetaestadaojp ciro12 ciropresidente12 cirono2turno
ArindaOliver,2018-09-09 17:12:03-07:00,2018,9,9,17,12,3,#ciro12 Vai dar show no debate #GazetaEstadaoJP,ciro12 show o debater gazetaestadaojp
XtoJr,2018-09-09 17:12:04-07:00,2018,9,9,17,12,4,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
FloopZen,2018-09-09 17:12:04-07:00,2018,9,9,17,12,4,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
Ferreira67Paulo,2018-09-09 17:12:05-07:00,2018,9,9,17,12,5,#Ciro12 debate na gazeta é Cirao da Massa,ciro12 debater o gazeta cirao massa
moverpb,2018-09-09 17:12:05-07:00,2018,9,9,17,12,5,"Daqui a pouco tem Ciro no debate da TV Gazeta!! Para conferir, clique aqui https://t.co/mcN1gVdc4O …. Assista e div… https://t.co/81YLYuw219","d o ciro o debater tv gazeta ! ! parir conferir , clicar https://t.co/mcn1gvdc4o … . assistir e div … https://t.co/81ylyuw219"
anfraso,2018-09-09 17:12:07-07:00,2018,9,9,17,12,7,RT @AndradeBruno2: @JornalDaGazeta @DacioNitrini @JovemPanNews O Debate está chegando e o candidato @joaoamoedonovo ainda não foi convidado…,@andradebruno2 : @jornaldagazeta @dacionitrini @jovempannews o debater chegar e o candidatar @joaoamoedonovo convidar …
alonatalia,2018-09-09 17:12:08-07:00,2018,9,9,17,12,8,é muito ruim debater eu mesma não tenho mais saúde para o debate,ruim debater saudar parir o debater
MateusKair,2018-09-09 17:12:09-07:00,2018,9,9,17,12,9,"RT @Marcio_F_Araujo: #GazetaEstadaoJP vai ter debate presidencial e vc lembra q não convidaram o ""Novo"" de novo. @joaoamoedonovo #joaonosde…","@marcio_f_araujo : gazetaestadaojp debater presidencial e vc lembrar q convidar o "" "" . @joaoamoedonovo joaonosde …"
soulcarioca,2018-09-09 17:12:10-07:00,2018,9,9,17,12,10,Falta pouco pro debate na Gazeta! Será hoje às 18h! Vamos de #Ciro12,falto pro debater o gazeta ! s 18h ! ciro12
moveanahi,2018-09-09 17:12:12-07:00,2018,9,9,17,12,12,Daqui a pouco tem debate #GazetaEstadaoJP,d o debater gazetaestadaojp
NeoTupi,2018-09-09 17:12:14-07:00,2018,9,9,17,12,14,"RT @GuilhermeBoulos: Aquecendo pro debate: daqui a pouco, às 16h, começa o tuitaço com a tag #BoulosNaGazeta! Participe! https://t.co/LFObK…","@guilhermeboulos : aquecer pro debater : d o , s 16h , comedir o tuitaço o tag boulosnagazeta ! participar ! https://t.co/lfobk …"
luadelaluhx,2018-09-09 17:12:19-07:00,2018,9,9,17,12,19,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
kieloliveira,2018-09-09 17:12:23-07:00,2018,9,9,17,12,23,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
MallusDe,2018-09-09 17:12:23-07:00,2018,9,9,17,12,23,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
ViniciusNikolod,2018-09-09 17:12:23-07:00,2018,9,9,17,12,23,"RT @pdevechi: Com exceção do Amoedo, a ausência dos outros só vai melhorar a qualidade do debate https://t.co/jeVsLLfw3n","@pdevechi : exceção amoedar , o ausência só melhorar o qualidade debater https://t.co/jevsllfw3n"
Mottalexandre,2018-09-09 17:12:28-07:00,2018,9,9,17,12,28,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
RaoniToratti,2018-09-09 17:12:28-07:00,2018,9,9,17,12,28,"RT @annavirginia: Amanhã teremos um debate sem Lula (preso), Haddad (ainda no banco de reservas), Bolsonaro (hospitalizado) e Cabo Daciolo…","@annavirginia : amanhã debater lula ( presar ) , haddad ( o banco reservar ) , bolsonaro ( hospitalizar ) e cabo daciolo …"
ElizaneLima1,2018-09-09 17:12:28-07:00,2018,9,9,17,12,28,RT @ThaisCiro12: Hoje tem debate com esse cérebro!! #CiroPresidente12 #CIRO12 #GazetaEstadaoJP https://t.co/t1AfvrdbCA,@thaisciro12 : debater cérebro ! ! ciropresidente12 ciro12 gazetaestadaojp https://t.co/t1afvrdbca
deolhonoreal,2018-09-09 17:12:36-07:00,2018,9,9,17,12,36,"RT @MomentsBrasil: ⚡Neste domingo, os presidenciáveis se encontram para um novo debate, transmitido pela @tvgazetaoficial, @Estadao e @Jove…","@momentsbrasil : ⚡ n domingo , o presidenciáveis encontrar parir debater , transmitir pelar @tvgazetaoficial , @estadao e @jove …"
lafetakaren,2018-09-09 17:12:39-07:00,2018,9,9,17,12,39,A equipe de memes está trabalhando arduamente! 🤣🤣🤣daqui a pouco #debategazeta,o equipar memes arduamente ! 🤣 🤣 🤣 d o debategazeta
dalimere65,2018-09-09 17:12:41-07:00,2018,9,9,17,12,41,RT @Rede45: Hoje tem #GeraldoNaGazeta. Vem com a gente e com @geraldoalckmin! #GazetaEstadaoJP #Geraldo45 https://t.co/eoFZcnRyFL,@rede45 : geraldonagazeta . vir o gente e @geraldoalckmin ! gazetaestadaojp geraldo45 https://t.co/eofzcnryfl
coelhovanderle1,2018-09-09 17:12:41-07:00,2018,9,9,17,12,41,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
Difusora620,2018-09-09 17:12:42-07:00,2018,9,9,17,12,42,"A Rede Jovem Pan News, em parceria com Estadão, TV Gazeta e Twitter Brasil, promove hoje, a partir das 18h, um deba… https://t.co/pj9TLVwDe9","o redar jovem pan news , parceria estadão , tv gazeta e twitter brasil , promover , o 18h , deba … https://t.co/pj9tlvwde9"
Leonardo7iasd,2018-09-09 17:12:44-07:00,2018,9,9,17,12,44,"RT @JornalDaGazeta: Está chegando! O debate com os candidatos à Presidência da República, promovido pela @tvgazetaoficial, @jovempannews, @…","@jornaldagazeta : chegar ! o debater o candidato presidência repúblico , promover pelar @tvgazetaoficial , @jovempannews , @ …"
Tatiane76178543,2018-09-09 17:12:47-07:00,2018,9,9,17,12,47,"RT @MidiaNINJA: ""Eu não vou ser eleito presidente do Brasil pra governar pra banco"". hoje tem mais @GuilhermeBoulos na TV durante o debate…","@midianinja : "" eleito presidente brasil pra governar pra banco "" . @guilhermeboulos o tv durante o debater …"
FrancielyMcosta,2018-09-09 17:12:48-07:00,2018,9,9,17,12,48,"Totalmente ridículo!
#AmoedoNosDebates 
#VemComJoão30",totalmente ridículo ! amoedonosdebates vemcomjoão30
fidesgratia,2018-09-09 17:12:50-07:00,2018,9,9,17,12,50,"RT @SchuldinerSieg: Procede a informação de que o Mourão vai substituir o Bolsonaro no debate de hoje e nos posteriores?

Caso sim, começo…","@schuldinersieg : proceder o informação o mourão substituir o bolsonaro o debater e o posterior ? casar , comedir …"
MasterMacabro,2018-09-09 17:12:51-07:00,2018,9,9,17,12,51,RT @mhirase: Hoje tem #Ciro12 no debate da #GazetaEstadaoJP https://t.co/EoDDOTaNhs,@mhirase : ciro12 o debater gazetaestadaojp https://t.co/eoddotanhs
clarinhaovo,2018-09-09 17:12:56-07:00,2018,9,9,17,12,56,Hoje tem Debate na TV Gazeta com os candidatos à presidência.,debater o tv gazeta o candidato presidência .
EdilsonGracci,2018-09-09 17:12:56-07:00,2018,9,9,17,12,56,RT @Estadao: Neste domingo ocorre o debate #GazetaEstadaoJP entre candidatos à Presidência e você pode acompanhar tudo aqui no @Estadao htt…,@estadao : n domingo ocorrer o debater gazetaestadaojp entrar candidato presidência e acompanhar o @estadao htt …
RamonMatos19,2018-09-09 17:12:56-07:00,2018,9,9,17,12,56,RT @valoreconomico: Debate sobre violência e trajetórias pessoais tomam horário eleitoral https://t.co/OqKCjMJIiY,@valoreconomico : debater sobrar violência e trajetória pessoal tomar horário eleitoral https://t.co/oqkcjmjiiy
Thuliolip,2018-09-09 17:12:59-07:00,2018,9,9,17,12,59,"RT @moverpb: Daqui a pouco tem Ciro no debate da TV Gazeta!! Para conferir, clique aqui https://t.co/mcN1gVdc4O …. Assista e divulgue!! Vam…","@moverpb : d o ciro o debater tv gazeta ! ! parir conferir , clicar https://t.co/mcn1gvdc4o … . assistir e divulgar ! ! vam …"
Fabiohc2233,2018-09-09 17:13:00-07:00,2018,9,9,17,13,0,"RT @JovemPanNews: #GazetaEstadaoJP  Os candidatos à Presidência se encontram logo mais em um debate promovido pela Jovem Pan, @tvgazetaofic…","@jovempannews : gazetaestadaojp o candidato presidência encontrar debater promover pelar jovem pan , @tvgazetaofic …"
Maximus_Orfeu,2018-09-09 17:13:01-07:00,2018,9,9,17,13,1,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
Thuliolip,2018-09-09 17:13:03-07:00,2018,9,9,17,13,3,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
kanandaff,2018-09-09 17:13:04-07:00,2018,9,9,17,13,4,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
suitspatch,2018-09-09 17:13:07-07:00,2018,9,9,17,13,7,queria assistir o debate hoje,querer assistir o debater
Gabyzilla13,2018-09-09 17:13:07-07:00,2018,9,9,17,13,7,"Depois de muito debate, oq todas concordam é que esse me define melhor~ aceitei com orgulho :v","debater , oq concordar definir melhor~ aceitar orgulhar : v"
DooArtt,2018-09-09 17:13:08-07:00,2018,9,9,17,13,8,RT @Estadao: Neste domingo ocorre o debate #GazetaEstadaoJP entre candidatos à Presidência e você pode acompanhar tudo aqui no @Estadao htt…,@estadao : n domingo ocorrer o debater gazetaestadaojp entrar candidato presidência e acompanhar o @estadao htt …
thiagodmarques,2018-09-09 17:13:10-07:00,2018,9,9,17,13,10,RT @valoreconomico: Debate sobre violência e trajetórias pessoais tomam horário eleitoral https://t.co/OqKCjMJIiY,@valoreconomico : debater sobrar violência e trajetória pessoal tomar horário eleitoral https://t.co/oqkcjmjiiy
gabriel_lhama,2018-09-09 17:13:11-07:00,2018,9,9,17,13,11,"hj o debate é do ciro
bora #Ciro12",hj o debater ciro bora ciro12
BuzzFeedBrasil,2018-09-09 17:13:11-07:00,2018,9,9,17,13,11,"começa às 18h o debate da #GazetaEstadaoJP

quem a tv gazeta acha que a gente quer ver: candidatos à presidência

q… https://t.co/SKeosLqtct",comedir s 18h o debater gazetaestadaojp o tv gazeta achar o gente querer : candidato presidência q … https://t.co/skeoslqtct
SorayaLee,2018-09-09 17:13:14-07:00,2018,9,9,17,13,14,"RT @tvgazetaoficial: Domingo, 9, a TV Gazeta - em parceria com @estadao, @jovempannews e @twitterbrasil - promove debate com candidatos à P…","@tvgazetaoficial : domingo , 9 , o tv gazeta - parceria @estadao , @jovempannews e @twitterbrasil - promover debater candidato p …"
adrianotomasoni,2018-09-09 17:13:27-07:00,2018,9,9,17,13,27,"Boulos tem que torcer pra Bolsonaro virar réu por Racismo.

Pq se a denúncia contra Bolsonaro for arquivada eu vou… https://t.co/KM85wb3tRF",boulos torcer pra bolsonaro virar réu racismo . pq o denúncia bolsonaro arquivar … https://t.co/km85wb3trf
walisantos,2018-09-09 17:13:27-07:00,2018,9,9,17,13,27,RT @PtFora: #GazetaEstadaoJP Lá quero saber de porra de Debate! Som na caixa Dj https://t.co/1eCIMvbMOR,@ptfora : gazetaestadaojp querer porra debater ! som o caixa dj https://t.co/1ecimvbmor
FelipeSaLeitao,2018-09-09 17:13:33-07:00,2018,9,9,17,13,33,RT @Ferreira67Paulo: #Ciro12 debate na gazeta é Cirao da Massa,@ferreira67paulo : ciro12 debater o gazeta cirao massa
_xsleh,2018-09-09 17:13:37-07:00,2018,9,9,17,13,37,"RT @annavirginia: Amanhã teremos um debate sem Lula (preso), Haddad (ainda no banco de reservas), Bolsonaro (hospitalizado) e Cabo Daciolo…","@annavirginia : amanhã debater lula ( presar ) , haddad ( o banco reservar ) , bolsonaro ( hospitalizar ) e cabo daciolo …"
Wanders66199895,2018-09-09 17:13:40-07:00,2018,9,9,17,13,40,"RT @MamoruVargas: Hoje tem debate na #GazetaEstadaoJP 
essa é mais uma oportunidade para analisar as propostas dos candidatos para o futuro…",@mamoruvargas : debater o gazetaestadaojp umar oportunidade parir analisar o proposto candidato parir o futurar …
carlastrass,2018-09-09 17:13:43-07:00,2018,9,9,17,13,43,Minha pergunta é: #QuemMandouMatarBolsonaro?,perguntar : quemmandoumatarbolsonaro ?
pedropaulof_,2018-09-09 17:13:49-07:00,2018,9,9,17,13,49,"RT @elzamariana: Debate, hoje!! https://t.co/FW5cEvT33Y","@elzamariana : debater , ! ! https://t.co/fw5cevt33y"
VitorsilvaVic,2018-09-09 17:13:50-07:00,2018,9,9,17,13,50,Logo mais tem #Ciro12 no debate #GazetaEstadaoJP https://t.co/R4CPAuC1Lh,ciro12 o debater gazetaestadaojp https://t.co/r4cpauc1lh
mubrasileiro,2018-09-09 17:13:51-07:00,2018,9,9,17,13,51,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
itxesco,2018-09-09 17:13:51-07:00,2018,9,9,17,13,51,"Daqui a pouco rola aquele debate morno: sem #HaddadéLula , nem #bronhonaro ... #EuSoulula  e vou assistir, mas só p… https://t.co/ZyCslsiMEQ","d o rolo debater mornar : haddadélula , bronhonaro ... eusoulula e assistir , só p … https://t.co/zycslsimeq"
Wanders66199895,2018-09-09 17:13:52-07:00,2018,9,9,17,13,52,"RT @WillianQueirz1: Hoje tem painho no debate #GazetaEstadaoJP 
Painho é lindo demais😍

#Ciro12 https://t.co/vLKiZGAH3L",@willianqueirz1 : painho o debater gazetaestadaojp painho lindar 😍 ciro12 https://t.co/vlkizgah3l
FelipeSaLeitao,2018-09-09 17:13:53-07:00,2018,9,9,17,13,53,RT @mhirase: Hoje tem #Ciro12 no debate da #GazetaEstadaoJP https://t.co/EoDDOTaNhs,@mhirase : ciro12 o debater gazetaestadaojp https://t.co/eoddotanhs
JC19772,2018-09-09 17:13:58-07:00,2018,9,9,17,13,58,"RT @SchuldinerSieg: Procede a informação de que o Mourão vai substituir o Bolsonaro no debate de hoje e nos posteriores?

Caso sim, começo…","@schuldinersieg : proceder o informação o mourão substituir o bolsonaro o debater e o posterior ? casar , comedir …"
Wanders66199895,2018-09-09 17:13:59-07:00,2018,9,9,17,13,59,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
OpusckiSulains,2018-09-09 17:14:05-07:00,2018,9,9,17,14,5,"RT @eldoradoradio: O @Estadao promove hoje debate com os presidenciáveis e você ouve aqui na #RadioEldorado, ao vivo, a partir das 17h30. P…","@eldoradoradio : o @estadao promover debater o presidenciáveis e ouvir o radioeldorado , o o viver , o 17h30 . p …"
hidrolisada,2018-09-09 17:14:06-07:00,2018,9,9,17,14,6,@ojohnsoares Vish perdi mas aparentemente valia a pena essa mistura de crenças pq incentivava o debate,@ojohnsoares vish perder aparentemente valer o peno misturar crença pq incentivar o debater
gbfrohl,2018-09-09 17:14:06-07:00,2018,9,9,17,14,6,RT @itsguses: JoutJout fez vídeo sobre abuso e levantou um debate enorme na internet na época que fez com que muita mina percebesse que tav…,@itsguses : joutjout vídeo sobrar abusar e levantar debater enorme o internet o época minar perceber tav …
principedeurso,2018-09-09 17:14:07-07:00,2018,9,9,17,14,7,Ate esqueci que tinha debate hj,atar esquecer debater hj
jf_mga,2018-09-09 17:14:07-07:00,2018,9,9,17,14,7,cirogomes: #Ciro12 #GazetaEstadaoJP https://t.co/iC0sBbbgIb #CIRO #CIRO12 #CIROPRESIDENTE #CIROGOMES,cirogomes : ciro12 gazetaestadaojp https://t.co/ic0sbbbgib ciro ciro12 ciropresidente cirogomes
jf_mga,2018-09-09 17:14:08-07:00,2018,9,9,17,14,8,cirogomes: #Ciro12  #GazetaEstadaoJP https://t.co/X762iwylU1 #CIRO #CIRO12 #CIROPRESIDENTE #CIROGOMES,cirogomes : ciro12 gazetaestadaojp https://t.co/x762iwylu1 ciro ciro12 ciropresidente cirogomes
Luisa_SPM,2018-09-09 17:14:09-07:00,2018,9,9,17,14,9,"RT @cirogomes: Hoje tem debate! Fique atento, a partir das 18h, na TV Gazeta. Assista e divulgue! #Ciro12 https://t.co/DPVytaTuiq","@cirogomes : debater ! ficar atentar , o 18h , o tv gazeta . assistir e divulgar ! ciro12 https://t.co/dpvytatuiq"
arrmainha,2018-09-09 17:14:13-07:00,2018,9,9,17,14,13,"RT @JornalDaGazeta: Está chegando! O debate com os candidatos à Presidência da República, promovido pela @tvgazetaoficial, @jovempannews, @…","@jornaldagazeta : chegar ! o debater o candidato presidência repúblico , promover pelar @tvgazetaoficial , @jovempannews , @ …"
nerdfpsgames,2018-09-09 17:14:15-07:00,2018,9,9,17,14,15,"RT @SchuldinerSieg: Procede a informação de que o Mourão vai substituir o Bolsonaro no debate de hoje e nos posteriores?

Caso sim, começo…","@schuldinersieg : proceder o informação o mourão substituir o bolsonaro o debater e o posterior ? casar , comedir …"
Wanders66199895,2018-09-09 17:14:15-07:00,2018,9,9,17,14,15,RT @cirogomes: É amanhã! A partir das 18h tem Ciro no debate da TV Gazeta. #Ciro12 #GazetaEstadaoJP https://t.co/Bx72jhybVT,@cirogomes : amanhã ! o 18h ciro o debater tv gazeta . ciro12 gazetaestadaojp https://t.co/bx72jhybvt
gilcolonnese,2018-09-09 17:14:18-07:00,2018,9,9,17,14,18,RT @palas_athenada: @Estadao @EstadaoPolitica Deve ter sido da mesma LAIA dos que colocaram a camiseta do PT no sequestrador do Abílio Dini…,@palas_athenada : @estadao @estadaopolitica dever laia colocar o camiseta pt o sequestrador abílio dini …
herminioaneto,2018-09-09 17:14:19-07:00,2018,9,9,17,14,19,Vou ter que declinar. Não estou interessado em ver mensagens de pesar por @jairbolsonaro de quem o quer culpar pelo… https://t.co/8P5JcLdsgk,declinar . interessar mensagem pesar @jairbolsonaro o querer culpar pelar … https://t.co/8p5jcldsgk
lukinahs6741,2018-09-09 17:14:19-07:00,2018,9,9,17,14,19,"DAQUI A POUCO tem debate, não se esqueçam","d o debater , esquecer"
brunoamora,2018-09-09 17:14:20-07:00,2018,9,9,17,14,20,"@MomentsBrasil Quando no debate estiverem todos os candidatos que disputam a Presidência, ai sim irei assistir. Principalmente o João Amoedo","@momentsbrasil o debater o candidato disputar o presidência , ai irar assistir . principalmente o joão amoedar"
CiannyBarbosa,2018-09-09 17:14:24-07:00,2018,9,9,17,14,24,"Enquanto seu candidato bate foto fazendo o sinal de armas, o meu espalha o amor. #Ciro12","candidatar bater foto o sinal armar , o espalhar o amor . ciro12"
ClaraGamaa_,2018-09-09 17:14:29-07:00,2018,9,9,17,14,29,RT @jackvieira1977: #GazetaEstadaoJP já que JB não participará (força pra ele) acredito que nada mais justo finalmente chamarem @joaoamoedo…,@jackvieira1977 : gazetaestadaojp jb participar ( forçar pra ) acreditar nado justar finalmente chamar @joaoamoedo …
_masoqAna,2018-09-09 17:14:35-07:00,2018,9,9,17,14,35,o debate de hj eh na paulista então????? será q posso tietar o ciro,o debater hj eh o paulista ? ? ? ? ? q tietar o ciro
jordanna_chaves,2018-09-09 17:14:37-07:00,2018,9,9,17,14,37,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
FilipeRrms,2018-09-09 17:14:42-07:00,2018,9,9,17,14,42,Já pensando em como fazer um picture in picture da final do #USOpen com o debate de daqui a pouco.,pensar comer picture in picture usopen o debater d o .
